model,source_file,task_id,year,class,original_task_id,math_category,is_text_only,ground_truth,prediction,is_correct,format_valid,error_type,error,inference_time,input_tokens
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_A3,2025,7und8,,Arithmetik,False,B,B,True,,,,13.578,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_A4,2025,7und8,,Geometrie,False,A,D,False,,,,13.5295,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_A5,2025,7und8,,Geometrie,False,B,B,True,,,,2.0494,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_A6,2025,7und8,,Arithmetik,True,E,E,True,,,,13.4791,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_A7,2025,7und8,,Arithmetik,False,B,D,False,,,,7.5046,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_A8,2025,7und8,,Geometrie,False,C,C,True,,,,11.5005,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_A9,2025,7und8,,Arithmetik,True,A,A,True,,,,4.7498,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_A10,2025,7und8,,Stochastik,False,E,E,True,,,,5.3371,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_B1,2025,7und8,,Arithmetik,True,A,E,False,,,,13.6006,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_B2,2025,7und8,,Geometrie,False,C,C,True,,,,4.7566,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_B3,2025,7und8,,Arithmetik,True,B,B,True,,,,3.7948,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_B4,2025,7und8,,Arithmetik,False,D,D,True,,,,4.2681,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_B5,2025,7und8,,unknown,False,D,C,False,,,,7.5216,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_B6,2025,7und8,,Arithmetik,False,D,B,False,,,,13.5827,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_B7,2025,7und8,,Algebra,True,A,A,True,,,,13.519,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_B9,2025,7und8,,Arithmetik,True,E,E,True,,,,13.6043,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_C1,2025,7und8,,Geometrie,True,D,D,True,,,,13.5958,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_C2,2025,7und8,,Algebra,True,A,A,True,,,,13.5146,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_C3,2025,7und8,,Geometrie,False,C,C,True,,,,7.4553,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_C4,2025,7und8,,Stochastik,True,B,D,False,,,,9.6877,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_C5,2025,7und8,,Arithmetik,False,C,B,False,,,,13.5629,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_C6,2025,7und8,,Stochastik,True,D,B,False,,,,7.6946,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_C7,2025,7und8,,Algebra,True,B,D,False,,,,13.616,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_C8,2025,7und8,,Geometrie,False,E,D,False,,,,3.1441,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_C9,2025,7und8,,Arithmetik,True,A,C,False,,,,13.7487,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_C10,2025,7und8,,Stochastik,False,D,A,False,,,,6.0631,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_A1,2025,9und10,,Geometrie,False,D,E,False,,,,13.5766,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_A2,2025,9und10,,Stochastik,True,B,C,False,,,,13.5123,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_A3,2025,9und10,,Geometrie,False,E,B,False,,,,6.3577,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_A4,2025,9und10,,Arithmetik,True,C,C,True,,,,4.0608,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_A5,2025,9und10,,Geometrie,False,D,B,False,,,,8.9362,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_A6,2025,9und10,,Arithmetik,True,B,B,True,,,,13.4753,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_A7,2025,9und10,,Arithmetik,True,C,C,True,,,,13.5148,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_A8,2025,9und10,,Stochastik,False,D,D,True,,,,9.4183,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_A9,2025,9und10,,Stochastik,False,A,B,False,,,,13.7059,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_A10,2025,9und10,,Algebra,True,A,A,True,,,,7.4125,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_B1,2025,9und10,,Geometrie,False,B,B,True,,,,13.5538,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_B2,2025,9und10,,Arithmetik,True,B,C,False,,,,13.6819,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_B3,2025,9und10,,Stochastik,True,E,E,True,,,,4.8776,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_B4,2025,9und10,,Algebra,True,C,C,True,,,,8.1122,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_B5,2025,9und10,,Arithmetik,False,E,E,True,,,,7.0246,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_B6,2025,9und10,,Arithmetik,True,A,C,False,,,,13.8797,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_B7,2025,9und10,,unknown,False,B,E,False,,,,10.3583,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_B8,2025,9und10,,Arithmetik,True,D,D,True,,,,13.7466,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_B9,2025,9und10,,Stochastik,False,D,C,False,,,,10.8965,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_B10,2025,9und10,,Stochastik,True,C,C,True,,,,13.5759,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_C1,2025,9und10,,Geometrie,False,D,D,True,,,,13.5808,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_C2,2025,9und10,,Arithmetik,True,B,C,False,,,,8.5076,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_C3,2025,9und10,,Algebra,False,C,C,True,,,,9.8232,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_C4,2025,9und10,,Geometrie,False,B,E,False,,,,3.5478,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_C5,2025,9und10,,Stochastik,True,A,A,True,,,,13.7831,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_C6,2025,9und10,,Geometrie,False,C,E,False,,,,13.6095,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_C7,2025,9und10,,Algebra,True,E,B,False,,,,9.2555,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_C9,2025,9und10,,Stochastik,False,E,D,False,,,,13.8058,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_9und10_C10,2025,9und10,,Stochastik,True,B,D,False,,,,13.9248,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_A1,2025,11bis13,,Arithmetik,True,C,C,True,,,,4.9624,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_A2,2025,11bis13,,Geometrie,False,A,A,True,,,,6.2938,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_A3,2025,11bis13,,Arithmetik,True,D,C,False,,,,7.6185,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_A4,2025,11bis13,,Geometrie,False,C,E,False,,,,7.1748,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_A5,2025,11bis13,,Stochastik,True,D,D,True,,,,5.4742,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_A7,2025,11bis13,,Algebra,True,E,E,True,,,,6.2274,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_A8,2025,11bis13,,Geometrie,True,B,B,True,,,,4.2752,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_A9,2025,11bis13,,Stochastik,True,D,D,True,,,,6.5054,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_A10,2025,11bis13,,Arithmetik,True,C,C,True,,,,4.8697,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_B1,2025,11bis13,,Geometrie,False,E,C,False,,,,4.525,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_B2,2025,11bis13,,Stochastik,True,D,A,False,,,,13.6288,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_B3,2025,11bis13,,Geometrie,False,E,A,False,,,,13.5632,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_B4,2025,11bis13,,Geometrie,False,B,B,True,,,,10.1825,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_B5,2025,11bis13,,Algebra,False,C,C,True,,,,5.0325,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_B6,2025,11bis13,,Stochastik,True,A,A,True,,,,6.9955,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_B7,2025,11bis13,,Geometrie,True,B,E,False,,,,8.8851,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_B8,2025,11bis13,,Algebra,True,E,B,False,,,,13.5234,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_B10,2025,11bis13,,Geometrie,True,E,D,False,,,,13.6467,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_C1,2025,11bis13,,Algebra,True,A,C,False,,,,13.635,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_C2,2025,11bis13,,unknown,False,B,E,False,,,,9.8098,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_C3,2025,11bis13,,Stochastik,True,D,D,True,,,,7.5526,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_C4,2025,11bis13,,Geometrie,False,D,B,False,,,,13.7484,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_C5,2025,11bis13,,Stochastik,False,B,B,True,,,,8.4264,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_C6,2025,11bis13,,Algebra,True,C,B,False,,,,10.7265,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_C7,2025,11bis13,,Geometrie,False,E,B,False,,,,13.5807,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_C8,2025,11bis13,,Geometrie,False,B,A,False,,,,7.0595,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_C9,2025,11bis13,,Arithmetik,False,A,A,True,,,,6.6312,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_11bis13_C10,2025,11bis13,,Geometrie,False,B,D,False,,,,8.3091,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_3und4_A1,2025,3und4,,Geometrie,False,D,D,True,,,,4.8585,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_3und4_A2,2025,3und4,,Geometrie,False,C,A,False,,,,2.781,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_3und4_A3,2025,3und4,,Geometrie,False,A,B,False,,,,7.5894,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_3und4_A4,2025,3und4,,Arithmetik,True,E,E,True,,,,6.9234,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_3und4_A5,2025,3und4,,Geometrie,False,A,D,False,,,,8.8063,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_3und4_A6,2025,3und4,,Geometrie,False,B,B,True,,,,3.8062,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_3und4_A7,2025,3und4,,Geometrie,False,D,A,False,,,,4.9305,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_3und4_A8,2025,3und4,,Arithmetik,True,E,E,True,,,,2.7759,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_3und4_B1,2025,3und4,,Geometrie,False,E,D,False,,,,2.9541,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_3und4_B2,2025,3und4,,Arithmetik,False,E,B,False,,,,6.3242,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_3und4_B3,2025,3und4,,Geometrie,False,B,D,False,,,,8.3672,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_3und4_B4,2025,3und4,,Stochastik,False,E,E,True,,,,4.7605,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_3und4_B5,2025,3und4,,Arithmetik,False,A,A,True,,,,5.3274,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_3und4_B6,2025,3und4,,Geometrie,False,C,A,False,,,,3.6032,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_3und4_B7,2025,3und4,,Arithmetik,True,B,B,True,,,,6.4042,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_3und4_B8,2025,3und4,,Stochastik,True,D,E,False,,,,7.0885,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_3und4_C1,2025,3und4,,Arithmetik,False,D,B,False,,,,12.3195,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_3und4_C2,2025,3und4,,Geometrie,False,B,C,False,,,,6.2831,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_3und4_C3,2025,3und4,,Arithmetik,False,B,B,True,,,,5.058,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_3und4_C4,2025,3und4,,Geometrie,False,C,A,False,,,,5.1115,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_3und4_C5,2025,3und4,,Geometrie,False,D,A,False,,,,4.5434,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_3und4_C6,2025,3und4,,Algebra,True,C,C,True,,,,7.4884,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_3und4_C7,2025,3und4,,Geometrie,False,A,C,False,,,,7.983,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_3und4_C8,2025,3und4,,Algebra,False,C,C,True,,,,10.2108,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_5und6_A1,2025,5und6,,unknown,False,E,E,True,,,,3.4863,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_5und6_A2,2025,5und6,,Geometrie,False,B,E,False,,,,1.615,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_5und6_A3,2025,5und6,,Geometrie,False,D,A,False,,,,5.4641,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_5und6_A4,2025,5und6,,Arithmetik,False,A,B,False,,,,4.5814,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_5und6_A5,2025,5und6,,Geometrie,False,A,E,False,,,,5.2739,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_5und6_A6,2025,5und6,,Arithmetik,False,B,B,True,,,,10.377,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_5und6_A7,2025,5und6,,Arithmetik,False,B,C,False,,,,6.3385,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_5und6_A8,2025,5und6,,Geometrie,True,C,C,True,,,,3.6318,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_5und6_B1,2025,5und6,,Arithmetik,False,B,D,False,,,,12.4348,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_5und6_B2,2025,5und6,,Geometrie,False,E,D,False,,,,4.7332,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_5und6_B3,2025,5und6,,Arithmetik,False,D,A,False,,,,4.0844,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_5und6_B4,2025,5und6,,Geometrie,False,D,D,True,,,,7.4276,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_5und6_B6,2025,5und6,,Arithmetik,False,C,C,True,,,,7.9019,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_5und6_B7,2025,5und6,,Algebra,True,D,D,True,,,,6.3855,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_5und6_B8,2025,5und6,,Stochastik,False,A,B,False,,,,5.8856,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_5und6_C1,2025,5und6,,Stochastik,True,C,B,False,,,,12.5686,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_5und6_C2,2025,5und6,,Algebra,False,C,E,False,,,,6.5237,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_5und6_C3,2025,5und6,,Geometrie,False,B,B,True,,,,4.6529,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_5und6_C4,2025,5und6,,Geometrie,False,E,E,True,,,,7.4772,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_5und6_C5,2025,5und6,,Arithmetik,True,D,A,False,,,,12.3704,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_5und6_C6,2025,5und6,,Geometrie,False,A,D,False,,,,5.5699,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_5und6_C7,2025,5und6,,Algebra,True,D,D,True,,,,4.9415,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_5und6_C8,2025,5und6,,Stochastik,True,B,B,True,,,,11.091,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_A1,2025,7und8,,Arithmetik,True,D,D,True,,,,2.4964,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_A2,2025,7und8,,Geometrie,False,E,E,True,,,,5.3827,
Ovis2.5-9B_TempSweep_0-1_Voting-n5,Ovis2.5-9B_TempSweep_0-1_Voting-n5_results.jsonl,2025_7und8_A3,2025,7und8,,Arithmetik,False,B,B,True,,,,12.2561,
